Question,Answer
"If a student needs medical assistance outside of the consultation and basic treatment, what options might exist, given this limited context?","Based on this limited context, there isn't information about advanced treatments, suggesting referrals or outside assistance might be necessary for more serious medical needs."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The operating systems component of the Foundations of Computer Systems (CS-541) course at IIT Patna covers processes, threads, Unix fork-exec model, Unix signals, synchronization, interprocess communication, scheduling, and memory management, providing students with a comprehensive understanding of OS fundamentals. </CONTEXT> 
 <QUESTION> What important resources are managed with regard to scheduling and memory management? </QUESTION>","Scheduling manages CPU time, and memory management focuses on managing the available memory resources within the operating system."
What field of study does the institute focus these events on?,The events are focused on the field of Computer Science and Engineering.
Are there any academic purposes for the amphitheater?,The text doesn't mention any academic purposes for the amphitheater; it focuses on recreational and cultural activities.
"Besides healthcare, smart cities, and cybersecurity, name one other area of focus in Hack-Infinity.",Another area of focus is education technology advancements.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna provides hostel accommodation for all students with separate facilities for boys and girls. Hostels are equipped with Wi-Fi connectivity, common rooms with recreational facilities, mess services offering nutritious meals, and laundry services to ensure a comfortable living environment. </CONTEXT> 
 <QUESTION> What are some of the specific amenities provided by the IIT Patna hostels to ensure student well being? </QUESTION>","Amenities provided are Wi-Fi, common rooms with recreational facilities, mess services offering nutritious meals, and laundry services."
What teaching-related activities might an MTech student undertake while holding an assistantship?,"The context does not specify the teaching activities. However, it states assistance with teaching is a possibility."
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> A unique offering at IIT Patna is the integrated B.Tech-MBA program in collaboration with IIM Bodh Gaya. Students can pursue dual degrees in fields like Digital Business Management or Hospital & Healthcare Management alongside their engineering studies. </CONTEXT> 
 <QUESTION> What is the structure of the integrated program in terms of the degrees students receive? </QUESTION>",Students complete a B.Tech alongside their engineering studies and concurrently pursue an MBA.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> IIT Patna hosts an annual inter-departmental sports event called ""Sangram,"" where students compete in various sports such as cricket, volleyball, basketball, and chess. This event promotes healthy competition and camaraderie among students from different departments. </CONTEXT> 
 <QUESTION> Is ""Sangram"" an inter-departmental or intra-departmental event? Explain your answer based on the context. </QUESTION>","""Sangram"" is an inter-departmental event. The context explicitly states that students from different departments compete, indicating participation between departments."
Which platforms are explicitly mentioned as providers of MOOCs that IIT Patna students can utilize for credit transfer?,The platforms mentioned are NPTEL and Coursera.
What kind of collaboration does the context highlight as a core aspect of the IIT Patna CSE department's operations?,The context highlights strong academia-industry collaboration as a core aspect of the IIT Patna CSE department's operations.
What is the specific academic level/program associated with the context?,The context pertains to the third semester of the B.Tech Chemical Engineering program at IIT Patna.
What specific academic department at IIT Patna offers the courses described?,The Department of Computer Science and Engineering at IIT Patna offers the courses.
"What is the general category of events that ""Infinito"" includes?",Infinito includes both competitive sports and fun activities.
"With Respect to the given context (<CONTEXT> ... </CONTEXT>) answer the following question (<QUESTION>..</QUESTION>) 

 <CONTEXT> The institute offers specialized MTech programs in areas such as Artificial Intelligence & Data Science, Mechatronics & Automation Engineering, VLSI Design & Embedded Systems, and Environmental Engineering. These programs focus on advanced coursework combined with research opportunities. </CONTEXT> 
 <QUESTION> What are two key components of the MTech programs, according to the description? </QUESTION>",The MTech programs combine advanced coursework with research opportunities.
